Project_webSummary, Project Title, Project N�, Project Website, Year Of Finance, Lead Partner Country, Type Of Beneficiary, Country, Themes, Keywords, Habitats, Species
index.cfm?fuseaction=search.dspPage&n_proj_id=1048,"OIE - Efficency of applied policies regarding prevention and control of diffuse and dispersed pollution in surface waters : inventory and comparison of approaches in Germany, Belgium, France, Netherlands, United Kingdom and Sweden.",LIFE99 ENV/F/000457,"http://www.oieau.fr,",1999,FR,NGO-Foundation,France,Water ~ River basin management / Water ~ Water resources protection /,comparison / diffuse pollution / hydrographic basin / water resources management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1317,"ADEME - European day 'In town, without my car ?'",LIFE99 ENV/F/000459,"http://www.ademe.fr/anglais/jsv/jsv.htm,",1999,FR,National authority,France,Information - Governance ~ Public and Stakeholders participation / Information - Governance ~ Awareness raising - Information / Land-use &amp; Planning ~ Transport planning - Traffic monitoring /,atmospheric pollution / public awareness campaign / transportation mean / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1569,SF Franche-Comté - Sustainable management of deciduous non-even-aged high forests.,LIFE99 ENV/F/000477,,1999,FR,NGO-Foundation,France,Habitats ~ Forests / Land-use &amp; Planning ~ Forest management /,employment / environmental protection advice / forest management / rural area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1446,E.I.D. - Nuisance mosquito control in natural mediterranean areas: methodological proposal for the sustained management of a Ramsar site in Languedoc-Roussillon,LIFE99 ENV/F/000489,"http://www.eid-med.org,",1999,FR,Development agency,France,Land-use &amp; Planning ~ Sensitive and protected areas management /,coastal area / comparison / monitoring / pest control / research project / wetland /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1447,TESTA - Pilot plant to make sanitation manholes with recycled plastics,LIFE99 ENV/F/000490,,1999,FR,SME Small and medium sized enterprise,France,Waste ~ Packaging and plastic waste /,building material / plastic / recycling / sewerage system / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=800,NANCIE 1999 - Multi-parameters surveillance and protection of water quality,LIFE99 ENV/F/000492,"http://www.nancie.asso.fr/cgi-local/xsh/page(val:life_en),",1999,FR,Development agency,France,Water ~ River basin management / Water ~ Water quality improvement /,monitoring system / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=927,Arboretum Beauregard - Arboretum de Beauregard- the local plants at service for the restoration of the usual nature,LIFE99 ENV/F/000497,,1999,FR,Local authority,France,Land-use &amp; Planning ~ Soil and landscape protection / Land-use &amp; Planning ~ Spatial planning / Water ~ River basin management /,environmental awareness / natural environment / reforestation / river management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1319,Wheelabrator - Treatment and valorisation of electric arc furnaces dust,LIFE99 ENV/F/000508,,1999,FR,,France,Industry-Production ~ Metal industry / Waste ~ Industrial waste / Waste ~ Waste recycling /,iron and steel industry / waste treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1448,PCMB - Recycling Used Cooling Liquids (UCL),LIFE99 ENV/F/000510,,1999,FR,SME Small and medium sized enterprise,France,Industry-Production ~ Engines - Machinery - Vehicles / Risk management ~ Industrial risks - Hazardous substances / Waste ~ End-of-Life Vehicles (ELV&apos;s) and tyres /,automobile industry / hazardous substance / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1051,Quarter observers - Accompaniment and follow-up and evaluation in the setting up of the 'quarters observer' function in Rillieux-la-Pape.,LIFE99 ENV/F/000520,"http://www.ville-rillieux-la-pape.fr/page_319.html,",1999,FR,Local authority,France,Information - Governance ~ Environmental training - Capacity building / Information - Governance ~ Public and Stakeholders participation / Land-use &amp; Planning ~ Urban design (urban-rural) /,employment / environmental training / indicator / information network / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1175,LIFE for LAKES - Integration of environmental priorities with agricultural policies in order to minimise the nutrient load on inland waters and the Baltic Sea (LIFE FOR LAKES),LIFE99 ENV/FIN/000213,"http://www2.agronet.fi/lflwww/,",1999,FI,National authority,Finland Suomi,Water ~ Waste water treatment /,environmental impact of agriculture / environmental training / monitoring system / organic pollution / rural area / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=787,Forest-Sax-Project,LIFE99 ENV/FIN/000215,"http://www.forest-sax.com,",1999,FI,Mixt enterprise,Finland Suomi,Energy ~ Supply / Habitats ~ Forests / Land-use &amp; Planning ~ Spatial planning /,biodiversity / environmental impact of energy / risk management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1176,VITAL VAASA - Vital Vaasa-Pilot framework and action programme for revitalisation of the water cycle in an urban landscape structure.,LIFE99 ENV/FIN/000216,"http://www.vaasa.fi/vitalvaasa/eng/,",1999,FI,Local authority,Finland Suomi,Land-use &amp; Planning ~ Urban design (urban-rural) / Water ~ Water management and supply /,coastal area / rain water / urban planning / water resources management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1037,Waste Prevention - Waste Prevention Advisory Project,LIFE99 ENV/FIN/000219,,1999,FI,Research institution,Finland Suomi,Waste ~ Waste reduction - Raw material saving /,environmental training / information service / technology transfer / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1038,"LIFE Lappajarvi - A New Integrated Management System for the Restoration of Eutrophied Boreal Lakes
A demonstration project in the Lake Lappajärvi catchment",LIFE99 ENV/FIN/000221,,1999,FI,Regional authority,Finland Suomi,Water ~ Waste water treatment / Water ~ Water resources protection /,diffuse pollution / environmental awareness / eutrophication / integrated management / lake / recreational area / restoration measure / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=790,waste recycle - Construction waste recycle system,LIFE99 ENV/FIN/000222,"http://www.suomenrakennusjate.fi/eng/index.html,",1999,FI,SME Small and medium sized enterprise,Finland Suomi,Waste ~ Construction and demolition waste /,demolition waste / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1435,Internet-based GIS System for Environmental Risk Management of Hazardous and Oil Material Transportation : A Pilot Case in Central Region Finland.,LIFE99 ENV/FIN/000224,"http://www.viatek.fi/tradgis,",1999,FI,SME Small and medium sized enterprise,Finland Suomi,Energy ~ Supply / Risk management ~ Industrial risks - Hazardous substances / Services &amp; Commerce ~ Transportation - Storage /,dangerous material transport / emergency plan / geographic information system / on-line service / risk assessment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=802,SPAY - HYMETTUS. Innovative management of the suburban space with integration of environmental considerations into the various fields of activity and promotion of sustainable urban development.,LIFE99 ENV/GR/000525,,1999,GR,Public enterprise,Ellas,Land-use &amp; Planning ~ Spatial planning / Land-use &amp; Planning ~ Sensitive and protected areas management /,forest management / integrated management / land use planning / periurban space / protected area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1449,GREEN DRACHMA - Green drachma : an innovative approach for waste recycling and environmental public awareness.,LIFE99 ENV/GR/000528,"http://www.anetha.gr/life_index.htm  ,",1999,GR,NGO-Foundation,Ellas,Information - Governance ~ Awareness raising - Information / Services &amp; Commerce ~ Tourism and Accommodation / Waste ~ Waste recycling /,public awareness campaign / recycling / solid waste / touristic zone /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1570,Rethymno - Solar photocatalytic treatment of landfill leachate,LIFE99 ENV/GR/000539,"http://www.photocatalysis.gr,",1999,GR,Local authority,Ellas,Waste ~ End-of-pipe treatment - Landfilling / Waste ~ Hazardous waste /,landfill leachate / pollution control / renewable energy / water pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=801,Chios - Innovative management of the suburban area 'Kastrominas' of the municipality of Chios,LIFE99 ENV/GR/000547,,1999,GR,Local authority,Ellas,Industry-Production ~ Agriculture - Forestry /,agricultural method / environmental awareness / island / land use planning / periurban space / water supply /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1571,LIOSIA landfill - Enhanced management of industrial wastes received at the Ano Liosia landfill.,LIFE99 ENV/GR/000550,,1999,GR,,Ellas,Waste ~ Industrial waste / Waste ~ End-of-pipe treatment - Landfilling /,industrial waste / landfill /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1052,ANDROS - The Eco-island Vision - Cooperation for Sustainable Development.,LIFE99 ENV/GR/000555,"http://www.androslife.gr,",1999,GR,Local authority,Ellas,Services &amp; Commerce ~ Tourism and Accommodation /,ecotourism / environmental education / island / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1185,Thyamis - Actions for the promotion of integrated coastal zone management in the catchment areas and estuaries of two rivers - the case of Kalamas (Greece) and Lynher (UK).,LIFE99 ENV/GR/000557,"http://www.uoi.gr/life,",1999,GR,Regional authority,Ellas,Water ~ River basin management /,agricultural pollution / environmental awareness / integrated management / river management / water monitoring /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1189,CLEANMAG - Demonstration and large scale application of the new magnetic method 'cleanmag' for the clean-up of waterborne oil spills.,LIFE99 ENV/GR/000567,,1999,GR,Research institution,Ellas,Habitats ~ Marine / Land-use &amp; Planning ~ Sensitive and protected areas management / Risk management ~ Site rehabilitation - Decontamination /,decontamination / marine pollution / oil pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1188,Archanes - Pollution reduction & sustainable management in the wine producing industry,LIFE99 ENV/GR/000582,,1999,GR,Public enterprise,Ellas,Industry-Production ~ Food and Beverages / Water ~ Waste water treatment /,beverage industry / industrial waste water /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1191,"Desalination - Wastewater Reuse-Guideline development.  Pilot artificial recharging of aquifers through direct injection and irrigation, for seawater intrusion control within the framework of integrated and sustainable water management",LIFE99 ENV/GR/000590,"http://www.anatoliki.gr,",1999,GR,Mixt enterprise,Ellas,Water ~ Waste water treatment / Water ~ Water resources protection /,coastal area / waste water treatment / water reuse /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=929,PROMED - Integrated information system for monitoring environmental emergencies of high probability of occurrence in the Mediterranean.,LIFE99 ENV/GR/000592,"http://www.meteo.noa.gr/~promed,",1999,GR,Research institution,Ellas,Risk management ~ Pollution control /,emergency plan / environmental law / integrated management / marine pollution / maritime transport / monitoring system / oil pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=806,Marousi 1 - Local authority and business : promoting voluntary environmental agreements,LIFE99 ENV/GR/000600,"http://www.maroussi2004.gr, http://www.maroussi2004.gr/index2_periv_perivallon_english.htm,",1999,GR,Local authority,Ellas,Environmental management ~ Integrated management /,environmental awareness / public-private partnership /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1451,Cognis - Environmental Sustainability through solvent and energy recovery technologies,LIFE99 ENV/IRL/000605,,1999,IE,International enterprise,Ireland,Environmental management ~ Cleaner technologies / Industry-Production ~ Chemicals /,alternative material / chemical industry / clean technology / solvent /,,
